ra,ra_error,dec,dec_error,source_id,parallax,parallax_error,ra_dec_corr,ra_parallax_corr,dec_parallax_corr
266.96468593798,0.683,-26.79013857205,0.628,4066823688418761728,-0.1679,0.8063,0.1143,0.0697,-0.2584
266.96213358164,1.6337,-26.78787075766,1.4215,4066823688425279616,0.8682,1.617,0.5263,0.1021,-0.1605
266.96446554999,0.5245,-26.78815243125,0.4851,4066823684124559616,-0.0874,0.6322,0.066,0.0469,-0.2674
266.96496378517,0.1691,-26.78905689062,0.1483,4066823688440191616,0.4204,0.1905,0.2393,0.1347,-0.2406
266.96561191112,0.7488,-26.78878167508,0.6863,4066823688418766592,2.2839,0.8872,0.0601,0.0287,-0.2395
266.96588630459,0.301,-26.78785829904,0.259,4066823688418765056,-0.1661,0.3031,0.4263,0.1936,-0.0742
266.966394812,0.167,-26.78823698361,0.1511,4066823684134005760,-0.2895,0.2035,0.0974,0.0226,-0.3306
266.96067726806,0.3594,-26.7867207269,0.3293,4066823684124556032,-1.3507,0.4559,0.2041,0.0554,-0.3536
266.96234958203,0.0467,-26.78729817833,0.0417,4066823684119025152,0.4667,0.0549,0.014,-0.0511,-0.3228
266.96370071851,0.4673,-26.78571904633,0.4298,4066823688418795264,-0.3244,0.5501,0.1428,0.0488,-0.2387
266.96297889444,0.3407,-26.78448376481,0.2891,4066823688440202624,0.8532,0.3691,0.3123,0.2989,-0.1708
266.96359205211,0.6866,-26.78371095565,0.6025,4066823688418812160,1.5991,0.9053,0.1182,0.2138,-0.3084
266.96152965171,0.5773,-26.78506926256,0.5278,4066823688418816384,0.1854,0.693,0.1241,-0.0023,-0.2556
266.9604396918,0.634,-26.78494671217,0.5888,4066823684124555648,0.1081,0.7749,0.0984,0.0295,-0.3089
266.96255466153,0.6536,-26.78360586018,0.6009,4066823684124557568,-1.6311,0.7946,0.0561,0.003,-0.2727
266.96935578352,1.335,-26.78538408759,1.0774,4066823688441956736,0.7523,1.4026,0.3127,0.2929,-0.0676
266.96888383542,0.4012,-26.78421667138,0.3683,4066823684124565504,0.6673,0.4371,0.2152,0.0421,-0.2075
266.96650331182,0.3253,-26.78417949242,0.2803,4066823684134008832,1.3214,0.3242,0.4279,0.2202,-0.076
266.96780255413,1.1411,-26.78252816749,0.973,4066823688425280512,3.4041,1.1284,0.5594,0.1484,-0.1569
266.9717681706,0.587,-26.78220473109,0.5447,4066823684124569600,-0.0021,0.7097,0.0955,0.0496,-0.2773
266.96920216129,0.2615,-26.7835291019,0.2195,4066823688441686144,0.0014,0.249,0.3962,0.1681,-0.0371
266.96493171161,1.0089,-26.78452650849,0.8841,4066823688425281024,0.7348,1.1444,0.4096,0.0758,-0.3012
266.96472000755,1.4504,-26.78034197147,1.2393,4066823684124560256,-1.1602,1.3529,0.5048,0.2816,-0.0163
266.96787807245,0.1252,-26.78141738739,0.1116,4066823688440200064,0.555,0.1361,0.1838,0.0535,-0.2393
266.96915171298,0.3623,-26.7800047415,0.3133,4066823684124566144,0.8972,0.3571,0.4321,0.1881,-0.0457
266.97002721344,0.7455,-26.77983802072,0.6622,4066823688418798848,0.2769,0.8425,0.1908,0.1405,-0.2263
266.96696508683,0.9763,-26.77910578612,0.8585,4066823688425286272,-2.0269,1.0981,0.4576,2.0E-4,-0.3341
266.9657320453,0.3007,-26.779641057,0.2669,4066823688418830720,0.6074,0.3324,0.2689,0.0988,-0.2404
266.96812816116,0.7548,-26.77857339709,0.6939,4066823688418823936,-1.5346,0.83,0.2545,0.1815,-0.2073
266.99028521258,0.5174,-26.79666000461,0.4862,4066823722778348288,-0.3927,0.6162,0.0028,0.0831,-0.2725
266.98834221748,0.502,-26.79430278976,0.4648,4066823722778359424,0.5834,0.6196,0.0638,0.0524,-0.2753
266.9890871008,0.1188,-26.79439347179,0.1055,4066823722799886336,0.5154,0.1334,0.2098,-0.0085,-0.2399
266.99142551722,0.4484,-26.79416627871,0.4188,4066823722778353536,1.0252,0.5331,0.0963,0.0918,-0.2838
266.99469056705,0.6223,-26.79280223357,0.5728,4066823718484331648,2.147,0.752,0.1076,-0.0015,-0.2773
266.99201492168,1.143,-26.79071060034,0.9842,4066823722786670208,2.2544,1.13,0.2143,0.2322,-0.2584
266.98779231313,1.0692,-26.79340379159,0.9047,4066823722786670720,2.9586,1.0317,0.5009,0.0768,-0.2599
266.98972868527,1.5669,-26.79021866628,1.3305,4066823722786671744,-1.6734,1.4921,0.4794,-0.0157,-0.2338
266.98961845143,0.4517,-26.78974997399,0.4145,4066823718484325376,0.1528,0.5215,0.0539,-0.05,-0.2934
266.9946215373,0.9647,-26.78982087274,0.8746,4066823722778357504,0.1231,1.0394,0.1684,0.0011,-0.2046
266.99476635338,0.4318,-26.78848231684,0.3979,4066823722778361088,-0.6605,0.4759,-0.0365,0.1017,-0.2718
266.99804547135,0.4213,-26.78855371574,0.3578,4066823722778353408,0.8797,0.4049,0.4571,0.149,-0.0453
266.99888227952,0.0426,-26.78899150091,0.0379,4066823722799884160,0.7559,0.0493,-0.0212,-0.0378,-0.306
267.00008969131,0.0634,-26.78717136587,0.0563,4066823718478767744,0.4598,0.0705,0.1526,0.0231,-0.2378
266.99700288219,0.4428,-26.78841314276,0.4083,4066823722778355072,-0.4569,0.5,-0.038,0.0508,-0.2751
266.99156113179,0.5074,-26.78875583955,0.4681,4066823718484327808,0.0345,0.6115,0.1016,-0.0011,-0.2611
266.99294369644,0.4811,-26.78954526465,0.4271,4066823718484329600,2.4384,0.5346,0.244,-0.0056,-0.219
266.99281470082,1.2449,-26.78828723946,0.9709,4066823718484329216,1.4397,1.0831,0.5139,0.3702,0.0045
266.99381709416,0.4807,-26.78706034556,0.4455,4066823722778368640,0.8118,0.5312,-0.0514,0.0857,-0.2954
266.99171509362,0.512,-26.78613002693,0.5449,4066823722778380800,0.2418,0.6901,0.3684,-0.3518,-0.6538
266.99541656464,0.2251,-26.78554318485,0.1931,4066823718478765952,0.3209,0.2227,0.4199,0.1711,-0.064
266.99300872846,0.5116,-26.78465285447,0.4609,4066823722778382208,-0.3663,0.5423,0.1032,0.0556,-0.1607
266.99391356267,0.5528,-26.78381988373,0.5087,4066823722778382720,1.3801,0.6511,0.0288,0.0087,-0.2671
266.98543927824,1.0666,-26.79161186163,0.9758,4066823722784988032,-0.0365,1.2659,0.3505,-0.032,-0.445
266.98211008995,0.5337,-26.78983462219,0.4914,4066823718484319104,0.1793,0.6417,0.0703,-0.0071,-0.2687
266.98557979096,0.1815,-26.78793157346,0.1613,4066823718478757504,0.4272,0.2037,0.2637,-0.0036,-0.2132
266.98069907139,0.7362,-26.78853975538,0.7035,4066823722799904896,1.5403,0.9752,-0.0905,0.1854,-0.3967
266.98126674354,0.1323,-26.78793031484,0.1174,4066823722799906048,0.5784,0.1459,0.2368,0.0383,-0.1889
266.98594951792,1.1965,-26.78519545259,0.9783,4066823722786677632,-1.5335,1.1751,0.2871,0.2874,-0.1277
266.9839239887,0.2522,-26.78477708335,0.2172,4066823722778424320,1.142,0.2524,0.4291,0.2096,-0.0629
266.98477074564,1.3099,-26.78338511804,1.1361,4066823718484320896,3.234,1.2813,0.5423,0.0164,-0.1867
266.98776246121,2.0733,-26.78558130415,1.8329,4066823722786675328,0.0634,1.7381,0.7472,-0.1457,-0.4435
266.99004826003,0.7264,-26.78370979888,0.6634,4066823722799899776,1.4289,0.6703,0.5141,0.1553,-0.1623
266.98966920437,0.36,-26.78343358267,0.3297,4066823722799899648,-0.5557,0.3891,-0.0772,0.0139,-0.276
266.98885207869,0.6565,-26.78360708765,0.6273,4066823718484324992,0.2475,0.8412,0.3887,-0.4505,-0.6013
266.99316057265,0.4531,-26.78347526021,0.4128,4066823718484329984,-0.094,0.5295,0.0294,-0.0178,-0.2326
266.9913641926,2.0166,-26.78320538522,2.0411,4066823722790441600,2.5028,2.3328,0.1263,-0.3152,-0.5639
266.99185752235,0.3912,-26.78081984294,0.3401,4066823722778406400,1.7337,0.3934,0.4279,0.1418,-0.045
266.98757827672,0.2049,-26.78417802751,0.1733,4066823718478771712,0.4983,0.1924,0.4359,0.2311,0.0153
266.98590773163,0.2082,-26.78117973364,0.1822,4066823718478783744,1.5282,0.2519,0.4169,-0.087,-0.3803
266.99999874041,0.4071,-26.78684603652,0.3786,4066823757138091136,0.6263,0.4796,0.0437,0.0542,-0.2894
267.00089401808,0.3592,-26.78656638666,0.3318,4066823757138090496,1.493,0.4076,0.0859,0.012,-0.2799
266.99999925792,0.2511,-26.78502362232,0.2153,4066823752853682176,0.5752,0.2448,0.4415,0.2061,-0.0481
266.99875568035,0.1347,-26.78545745116,0.1196,4066823752838506240,0.8722,0.1487,0.2455,0.0134,-0.2269
266.99881352507,0.0997,-26.78277045562,0.0882,4066823752838516096,0.4496,0.1117,0.1878,-0.0039,-0.2192
266.9991613351,0.5364,-26.78210668348,0.5039,4066823757138110080,-0.7872,0.6311,0.0672,0.0717,-0.2702
267.00010573904,0.5029,-26.78217370507,0.4659,4066823757138105472,1.1975,0.5958,0.088,0.0592,-0.2855
266.99730657341,0.5862,-26.78256105691,0.5547,4066823757138114560,1.9267,0.8062,0.1585,0.1424,-0.4495
267.00009905525,0.4759,-26.78131989953,0.3997,4066823757138109568,0.1533,0.7277,0.0477,0.3622,-0.2443
267.0000667129,1.2869,-26.78074652113,1.2193,4066823757146412032,-0.7093,1.3739,0.079,-0.0068,-0.3985
266.99992166136,0.1595,-26.77965956873,0.1413,4066823752838525696,0.3054,0.1739,0.2347,0.0349,-0.2235
267.00566940124,0.3659,-26.7805828831,0.3417,4066823757138095616,0.2353,0.4429,0.0608,0.0472,-0.3147
267.00756477318,1.8681,-26.77976156765,1.3547,4066823752853716352,-1.4576,1.7337,0.417,0.4739,-0.0985
267.0035612058,0.4688,-26.77753091992,0.4169,4066823757159629824,0.6446,0.5252,0.2197,0.0228,-0.2605
267.00657161167,0.1165,-26.7754476605,0.1036,4066823757159629440,0.514,0.1281,0.2247,0.0682,-0.2355
267.00801978338,1.0858,-26.77412196848,0.9452,4066823757159629568,-1.1413,1.7473,-9.0E-4,0.0712,-0.3043
267.00494945012,0.4511,-26.77342471254,0.4133,4066823757138124544,0.3283,0.5197,0.0768,-0.0405,-0.2838
267.00594071936,0.1019,-26.77333311792,0.088,4066823752838551680,0.6442,0.1189,0.1308,-0.1074,-0.0876
266.99564421911,0.2181,-26.7803574405,0.1917,4066823757138129024,0.8967,0.2512,0.1301,-0.0944,-0.2856
266.99661863742,1.8536,-26.77946527454,1.6648,4066823757151309568,-2.6745,1.5554,0.1233,0.1159,0.1635
266.99701170099,0.5269,-26.77808457358,0.4837,4066823757138135424,0.527,0.5164,0.388,0.2395,-0.0385
266.99797135751,0.7411,-26.7766043967,0.6805,4066823757138138368,2.4104,0.8551,0.169,0.0164,-0.2188
266.99877516434,0.5989,-26.77541927151,0.5323,4066823757138141440,-0.0776,0.7469,-0.0843,-0.1416,-0.1311
266.99781195,0.1411,-26.77626925814,0.1254,4066823752838541568,0.6423,0.1546,0.2367,0.0562,-0.2272
266.99230362957,0.4368,-26.7769429583,0.4199,4066823757138167168,0.0921,0.4748,-0.2285,0.2706,-0.437
266.99353258097,0.3111,-26.77371430189,0.2755,4066823821559954304,-0.2427,0.3407,0.2769,0.108,-0.2448
266.99476758115,0.854,-26.77412822978,0.7607,4066823757138172288,1.5696,0.9114,0.2967,0.1454,-0.151
266.99345088338,1.3132,-26.77426576259,1.0937,4066823757138180992,3.1973,1.2242,0.5429,0.0551,-0.2079
267.00490383061,0.6824,-26.77103836966,0.6171,4066823757144728832,0.0669,0.8061,0.1143,-0.0793,-0.0099
266.99878104109,0.691,-26.77116908154,0.6045,4066823757138169600,-0.4581,0.8737,0.2092,0.1532,-0.2935
266.9982448599,0.0792,-26.77183171476,0.0703,4066823752838558464,1.5455,0.0879,0.192,0.0357,-0.2036
267.00072663633,0.4618,-26.7707720349,0.4232,4066823757138161408,1.2196,0.5006,0.1674,0.01,-0.2156
267.00162925008,0.358,-26.7675454328,0.3132,4066823757138176000,0.993,0.3807,0.377,0.1104,0.1019
266.97946164988,0.3754,-26.78454591432,0.3346,4066823787203792768,0.6669,0.4203,0.2583,0.039,-0.2302
266.9775842284,1.2455,-26.78570751691,1.0601,4066823791497928960,-2.5951,1.1855,0.5465,0.0841,-0.2047
266.9796632839,1.4093,-26.78337052099,1.0825,4066823791506161152,0.6938,1.2129,0.5218,0.41,0.0402
266.98178365328,1.2766,-26.78350500901,1.1885,4066823791497917184,0.6235,1.1576,0.0179,-0.0227,-0.2906
266.98214845973,0.5393,-26.78345694223,0.5037,4066823787203796096,0.1393,0.6606,0.0903,0.1554,-0.3082
266.98184259433,0.5987,-26.78395222558,0.5555,4066823791497917312,0.5365,0.7157,0.0761,0.0567,-0.2721
266.98020943997,1.0188,-26.78232921594,0.8297,4066823791504478848,1.4248,0.9483,0.4916,0.3646,-0.0336
266.98127897105,0.5492,-26.7819040093,0.5079,4066823791497933056,0.9196,0.6496,0.0912,0.0507,-0.2499
266.98075879889,0.547,-26.78068231634,0.4747,4066823787198267648,1.0109,0.5392,0.4532,0.1652,-0.0368
266.97621270849,0.8833,-26.78376235682,0.8118,4066823791497952256,0.9659,0.949,0.2474,0.1152,-0.1805
266.97783322569,0.4514,-26.78184875223,0.4266,4066823791497956480,0.5499,0.534,-0.0212,0.1262,-0.3382
266.97736813094,0.36,-26.78348603795,0.3116,4066823787203789696,0.732,0.3484,0.4711,0.18,-0.0167
266.97685408463,0.4988,-26.78133891875,0.467,4066823791497967744,1.1647,0.6038,0.1001,0.0045,-0.2568
266.97964987986,0.1891,-26.78145395078,0.1652,4066823787215635712,0.6281,0.2045,0.2846,0.1243,-0.1768
266.98033684629,0.5987,-26.78009055154,0.4709,4066823791497953664,0.7073,0.4061,0.7867,0.6518,0.4604
266.97749357551,0.4033,-26.77887191798,0.3512,4066823791497979392,-0.5961,0.3998,0.4633,0.1941,-0.0443
266.97907204117,0.1152,-26.77817117028,0.1017,4066823787198271488,0.5589,0.1242,0.2585,0.0697,-0.1947
266.98548208296,0.3285,-26.77888469716,0.2791,4066823787203798784,0.227,0.3162,0.406,0.1387,-0.0452
266.98260693244,0.4233,-26.77932674866,0.3874,4066823791497943808,0.9151,0.4742,-0.0222,0.092,-0.2503
266.98244156743,0.0893,-26.7800554007,0.0778,4066823791519395072,0.7486,0.0884,0.4462,0.1889,0.0773
266.98316038367,1.1587,-26.7793827808,0.9753,4066823791506164608,2.8384,1.0823,0.4989,0.0612,-0.2005
266.9836248501,1.4576,-26.78015313505,1.2191,4066823791506162304,-0.4874,1.312,0.3453,0.2811,-0.0973
266.98755278046,1.1344,-26.77661058031,1.0102,4066823787203800192,0.8075,1.1039,-0.177,-0.127,-0.2911
266.98182840859,0.1416,-26.77927787703,0.1265,4066823787203795712,0.5387,0.1502,0.1453,0.1268,-0.2485
266.98168333297,0.4487,-26.77512832117,0.4151,4066823791497981184,0.9788,0.5086,-0.0577,0.1333,-0.3036
266.98136887265,0.5107,-26.77508769946,0.4465,4066823791497981056,0.9671,0.5883,-0.1867,-0.1675,-0.0323
266.98172309345,1.0143,-26.77621901112,0.8731,4066823791506173824,2.2445,1.0863,0.3284,-0.1278,-0.3049
266.98328930636,0.0843,-26.77449162691,0.0743,4066823791519404160,0.6021,0.0914,0.1847,0.0506,-0.1925
266.98268185619,0.9759,-26.77408045671,0.7954,4066823791497984640,4.447,1.2414,-0.0689,-0.3035,-0.0548
266.98386325482,1.148,-26.77266950205,0.9821,4066823791504489216,-2.1745,1.3145,0.1602,0.042,-0.0016
266.97227067157,0.2764,-26.78078666993,0.2313,4066823787213261824,0.6193,0.2626,0.3821,0.1984,-0.0381
266.97357912034,0.3876,-26.77995280944,0.33,4066823787203786880,-0.092,0.398,0.1603,0.0354,-0.2102
266.97197109849,1.7971,-26.77889843385,1.4377,4066823791506181248,-3.1368,1.5427,0.526,0.3338,-0.1533
266.97284900763,1.4648,-26.77890497935,1.2393,4066823791506179968,-0.6715,1.2657,0.5261,0.0729,-0.1639
266.9763088188,0.2491,-26.77737571364,0.2093,4066823787198276608,1.0079,0.2389,0.3733,0.1574,-0.0478
266.97729920974,0.4703,-26.77648785894,0.4101,4066823791504491904,0.2113,0.4103,-0.1986,0.0782,-0.1386
266.97632103518,0.9907,-26.77638096263,0.8666,4066823791498002560,1.5398,1.1221,0.4504,0.1501,-0.2689
266.97120306974,1.3407,-26.77834628808,1.1076,4066823791506184192,1.1261,1.2353,0.5794,0.13,-0.1584
266.9703720764,1.6251,-26.77750610633,1.3765,4066823791506187520,-1.621,1.536,0.2004,0.2438,-0.1583
266.96910157587,0.4355,-26.77781883376,0.4035,4066823791498038656,-0.1027,0.5188,0.0766,0.0603,-0.2734
266.96848943511,0.7631,-26.77672607526,0.7148,4066823791519424640,-0.3349,1.016,0.3098,0.1166,-0.4159
266.97537053353,0.3125,-26.77417966923,0.2822,4066823791519417472,0.1028,0.3778,0.1745,0.103,-0.3101
266.97475589125,0.1947,-26.7739167641,0.1718,4066823791498030336,0.509,0.2103,0.2762,0.0373,-0.1856
266.9742857445,0.7946,-26.77425070824,0.7332,4066823791498031360,0.3495,0.8803,0.1565,0.0612,-0.1433
266.97220799406,0.3801,-26.77448938177,0.3522,4066823787203785728,0.4346,0.4432,0.1,-0.0115,-0.3025
266.97341419598,0.8436,-26.77285809138,0.7785,4066823791498048896,-0.1454,1.0169,0.1634,-0.0198,-0.2749
266.97975815182,1.1897,-26.77512747146,1.0285,4066823791506178304,-0.1146,1.187,0.4716,0.066,-0.3291
266.97841865026,1.4108,-26.77420024764,1.2925,4066823791506182784,-0.2281,1.3934,0.6863,-0.3424,-0.5518
266.97698599706,0.2573,-26.77450192739,0.2225,4066823791498009984,0.6153,0.2578,0.4372,0.1809,-0.1058
266.9763271559,0.3128,-26.7743554908,0.2783,4066823791519413120,0.1598,0.3468,0.2572,0.0624,-0.2259
266.97820097894,0.3692,-26.77481605322,0.3194,4066823787198292864,-1.5724,0.4264,0.1979,0.0227,-0.1901
266.97853002072,0.6583,-26.77308461118,0.602,4066823791498010624,-0.0062,0.6803,0.1375,0.1015,-0.1552
266.98190589823,0.0899,-26.77342331745,0.0791,4066823791519408384,0.5791,0.0978,0.1869,0.025,-0.202
266.98236601869,1.8103,-26.77175142651,1.4673,4066823791506182272,-1.0489,1.5632,0.5926,0.226,-0.1356
266.98238537794,0.7179,-26.77221460187,0.6386,4066823791504491776,0.5125,0.8556,0.111,0.1016,-0.2708
266.98141717124,0.5842,-26.76988310027,0.5407,4066823787203795072,1.2476,0.6892,0.0928,0.0726,-0.2502
266.97530500091,1.71,-26.77295660348,1.4648,4066823791504499968,-0.6712,1.5118,0.6382,0.0861,-0.1215
266.97649698737,0.1304,-26.77308391147,0.112,4066823791498021120,0.401,0.1542,0.1259,0.2275,-0.2878
266.97755687631,0.6932,-26.77090745174,0.6417,4066823791498035712,0.1791,0.8445,0.2837,-0.0878,-0.4343
266.97817606003,0.7032,-26.77161111591,0.6416,4066823791498023168,-0.6277,0.7868,-0.0614,0.0094,-0.2404
266.97451606282,0.3352,-26.77123446595,0.3049,4066823791498054144,0.8887,0.3683,-0.0084,0.086,-0.2729
266.9802469589,0.3615,-26.76907615814,0.3328,4066823787203793280,0.2451,0.393,0.1637,0.0647,-0.2205
266.9794285571,0.3789,-26.76947576956,0.3512,4066823791498034688,-0.2107,0.4479,0.0752,0.0851,-0.2727
266.97950805709,1.9023,-26.76854354756,1.5759,4066823791506194560,-3.5458,1.6278,0.5765,0.1521,-0.0581
266.97833474979,1.3466,-26.76850895876,1.2429,4066823791521173632,1.1788,1.6698,0.2119,0.0833,-0.4863
266.99048069065,0.4218,-26.77360270143,0.3942,4066823825857674752,0.987,0.4875,-0.0413,0.1487,-0.32
266.99267629709,0.5097,-26.77321095223,0.4429,4066823821575384192,-1.291,0.506,0.4214,0.1609,-0.0509
266.99180823287,0.4021,-26.77296826798,0.37,4066823821563543040,1.0678,0.4397,0.171,0.0472,-0.2208
266.99476962203,1.1058,-26.77228116731,0.9279,4066823825865901824,1.6265,0.9734,0.5913,0.073,-0.2259
266.9938397635,0.5887,-26.77164377492,0.5249,4066823825857669120,1.261,0.7086,0.2163,0.09,-0.2718
266.99394004785,0.3051,-26.77078159454,0.2724,4066823821575384320,0.883,0.3251,0.1267,0.1518,-0.2781
266.99085424376,1.2402,-26.77170646216,1.3811,4066823825857685760,-0.1461,1.9108,0.5911,-0.2779,-0.7076
266.99079605706,0.8035,-26.77192238234,0.676,4066823825857685888,0.2644,0.8084,0.3499,0.2504,-0.1669
266.99185721401,0.3767,-26.77006046174,0.3288,4066823821563543296,0.4705,0.3776,0.4086,0.1798,-0.0156
266.98667068376,0.1846,-26.77411618641,0.1635,4066823787198285824,0.4633,0.2038,0.2549,0.0125,-0.219
266.98743385801,0.2909,-26.7707595917,0.2472,4066823825879143296,0.0162,0.2964,0.3908,0.2476,-0.0778
266.98978201869,0.427,-26.7696453096,0.395,4066823825857710208,-0.4087,0.5074,0.091,0.0476,-0.2711
266.99119074049,0.183,-26.76909510651,0.1652,4066823821573112448,0.1248,0.2119,0.3841,-0.1312,-0.3552
266.98781656737,1.3064,-26.76935275847,1.0289,4066823825865917184,0.4051,1.4971,0.2775,-0.2723,-0.1701
266.99614098356,0.3351,-26.77070086274,0.2983,4066823825857661824,0.0966,0.3742,0.2693,0.0333,-0.2581
266.99566362072,1.1765,-26.76935830301,0.9642,4066823825865906432,-2.1002,1.1861,0.2376,0.3161,-0.2491
266.99335343061,1.518,-26.76850996165,1.0986,4066823825865911040,2.7651,1.4724,0.3678,0.4832,-0.126
266.9942502143,1.3848,-26.7680354066,1.2064,4066823825865911552,0.0392,1.4461,0.3641,-0.0311,-0.3419
266.99923105854,0.4319,-26.76542210662,0.3805,4066823825857680128,0.8886,0.526,-0.0323,-0.1529,-0.1077
266.99285339326,0.561,-26.76765352403,0.5011,4066823825857706880,-0.967,0.6694,0.2065,0.1335,-0.2908
266.99218159169,0.602,-26.76685889273,0.5782,4066823825857713792,0.4196,0.8059,-0.0632,0.2088,-0.4346
266.99463648592,1.5651,-26.76349996024,1.2856,4066823821563546880,-1.4879,1.3547,0.5889,0.0943,-0.1649
266.99540000283,0.436,-26.76226096488,0.381,4066823821563547392,0.4775,0.4971,-0.052,-0.1664,-0.1186
266.98426780018,1.2709,-26.77052848038,1.0375,4066823825865920256,-0.0577,1.1833,0.4283,0.2596,-0.0092
266.98327424144,0.0797,-26.76761125118,0.0716,4066823825879155328,0.756,0.0958,0.1273,0.1241,-0.3093
266.98556035728,0.5165,-26.76800930116,0.4764,4066823821563537280,0.0545,0.6116,0.0774,0.0365,-0.2583
266.98928195598,1.0793,-26.76666294929,0.8854,4066823825879148032,-0.1416,0.9757,0.5747,0.2029,-0.151
266.98463631165,0.0319,-26.76644911056,0.0291,4066823821558059136,2.7568,0.038,-0.1051,0.0594,-0.3741
266.98676875468,1.9295,-26.76680751018,1.671,4066823825870760832,-0.4659,1.4551,0.2661,0.2339,-0.1161
266.97984672615,0.2222,-26.76610236599,0.1952,4066823821558056192,0.5094,0.2438,0.2553,0.0524,-0.1991
266.98085143919,0.4061,-26.76627956094,0.3755,4066823825857789056,0.0109,0.4668,0.0865,-0.0159,-0.2906
266.98943210342,0.5802,-26.76571449586,0.5419,4066823825857738496,0.4198,0.6784,0.0815,0.1198,-0.2522
266.99116079154,0.0792,-26.7652171931,0.07,4066823821558062208,0.3943,0.0899,0.2245,0.0468,-0.1784
266.98824935556,1.0761,-26.76312487964,0.99,4066823825857761408,-0.1583,1.0151,0.4623,0.2523,0.0809
266.992367849,0.2043,-26.75996242085,0.1794,4066823821558080768,0.4027,0.2549,0.095,-0.0091,-0.1499
266.99323925406,0.9996,-26.7602089067,0.8551,4066823825857752064,1.6158,1.652,0.17,-0.0329,-0.3527
266.98769091238,0.3439,-26.76281664484,0.2984,4066823821563539072,0.7148,0.3376,0.4526,0.1384,-0.0499
266.9881464244,1.304,-26.76088824663,1.1139,4066823825865939072,1.3335,1.3071,0.4905,0.0601,-0.3382
266.99021141591,0.0945,-26.75999041574,0.0838,4066823821558081664,0.3518,0.1063,0.2144,0.0328,-0.2128
266.9914348331,0.2809,-26.75802304149,0.2377,4066823825857783168,0.7829,0.3378,0.0713,-0.2074,-0.2161
266.98810844077,0.5423,-26.75974386129,0.4997,4066823825857791616,-0.3959,0.6329,0.1307,0.0371,-0.2588
266.98958368362,0.6902,-26.75724171941,0.6094,4066823825879166848,3.3842,0.8375,-0.1002,-0.1473,-0.1087
266.9892715153,0.1899,-26.75816162537,0.1698,4066823821558089472,0.4239,0.226,0.1631,-0.0357,-0.2861
266.94552294461,1.2039,-26.79718953072,1.1324,4066823860238898816,-1.2544,1.1416,0.4667,0.0526,-0.2569
266.94690189619,0.6161,-26.79622151002,0.5665,4066823855923230976,0.0782,0.7051,0.005,0.1106,-0.3392
266.94445259574,0.5961,-26.79649894527,0.5509,4066823855923229056,0.8827,0.7192,0.1275,0.0617,-0.3387
266.94574652492,0.3218,-26.79537508158,0.2864,4066823860217533568,1.5606,0.3169,0.408,0.1685,-0.1291
266.94432245215,1.1776,-26.79436515232,1.0552,4066823860223984512,-0.2037,1.0906,0.521,0.1873,-0.2065
266.94489116604,1.502,-26.79532805384,1.3279,4066823860229429376,-0.8453,1.332,-0.1524,0.4873,-0.5074
