ra,ra_error,dec,dec_error,source_id,parallax,parallax_error,ra_dec_corr,ra_parallax_corr,dec_parallax_corr
266.94857875116,0.7478,-26.79279629982,0.6925,4066823860217534464,1.7934,0.9007,0.1228,0.1023,-0.3439
266.95081757998,0.1438,-26.79248234252,0.1354,4066823855917697920,0.5206,0.1701,0.0178,0.1992,-0.3564
266.94761244541,1.3873,-26.79241501196,1.194,4066823860229424768,1.4964,1.173,-0.1289,0.3251,-0.2591
266.94853383121,1.2007,-26.79113327224,1.1129,4066823860217545472,-1.2934,1.3565,0.4064,0.2646,-0.3769
266.9479345341,0.1881,-26.79104913832,0.1705,4066823855917702912,0.1958,0.2152,0.128,0.2172,-0.3118
266.94420386598,0.1663,-26.79322464934,0.1509,4066823860217557504,0.9203,0.1818,0.2159,0.0398,-0.2607
266.94285781759,1.4544,-26.79283181031,1.3546,4066823860238916224,1.1996,1.25,0.0825,-0.0368,-0.2231
266.94368654482,0.4806,-26.79010369063,0.441,4066823855923227904,1.064,0.5686,0.1318,0.0732,-0.309
266.95276847113,1.0371,-26.79088310465,1.0427,4066823860217521792,1.2524,1.419,0.2865,0.134,-0.4949
266.95124763513,0.4427,-26.7879895132,0.41,4066823860217551744,0.581,0.4946,0.1447,-0.002,-0.1697
266.95476314648,0.4376,-26.78859332354,0.4059,4066823860217526656,0.977,0.4902,0.1552,-0.0033,-0.1883
266.95379822378,0.4488,-26.78987736055,0.4153,4066823855923238656,0.6089,0.4562,0.3671,0.1588,-0.0063
266.95516746972,0.6421,-26.78808994619,0.6115,4066823860238900864,0.8652,0.7727,0.0733,0.0266,-0.3392
266.94859200555,0.4992,-26.78818609982,0.4378,4066823855923232384,0.3181,0.5532,0.2708,0.3313,-0.1655
266.95082206502,0.21,-26.78718507786,0.1891,4066823855919688064,0.2954,0.2044,0.3803,0.2332,-0.0278
266.94715774547,0.3351,-26.78859009816,0.2862,4066823855917710208,0.2113,0.3548,0.2369,0.3761,-0.2228
266.95144005633,1.343,-26.78583059789,1.3133,4066823860217570176,-0.338,2.011,0.1943,0.1103,-0.4415
266.9505118285,0.2588,-26.78592382565,0.2326,4066823855917719552,0.6404,0.2496,0.3818,0.2301,-0.0132
266.95177754087,1.3125,-26.78513454807,1.1872,4066823860217574400,0.3558,1.2859,0.4384,0.3168,0.04
266.9536048917,0.185,-26.78503718519,0.1701,4066823860238911232,0.2831,0.2002,0.1429,0.0636,-0.129
266.94971621496,1.1332,-26.78454383844,1.0025,4066823860217592064,0.9563,1.1131,0.4168,0.3288,-0.0252
266.95117376764,0.4852,-26.78251028803,0.4522,4066823860217599872,1.4187,0.5801,0.065,0.0443,-0.2378
266.95127173171,0.261,-26.78398179615,0.2407,4066823860217586560,0.3866,0.2623,0.3347,0.1848,-0.0037
266.95141789635,0.8757,-26.78348881167,0.8124,4066823860217586432,0.639,1.1101,0.1228,9.0E-4,-0.3635
266.93979373083,1.3404,-26.79100858185,1.2724,4066823860217609856,-3.2124,1.4809,0.3027,0.0383,-0.3643
266.94222669031,1.3515,-26.79094173453,1.2147,4066823860223992064,-1.6602,1.2428,0.3872,0.2285,-0.0467
266.94233723782,1.6849,-26.79063153311,1.4746,4066823860223991936,0.1162,1.4902,0.512,0.2391,-0.1555
266.93837715613,0.3698,-26.78951150906,0.3403,4066823860217633792,0.2556,0.4363,0.1082,0.1267,-0.3239
266.94052428535,0.6765,-26.78842150722,0.6167,4066823860217627392,-0.6344,0.7128,0.337,0.1879,-0.2312
266.94092323327,0.5746,-26.78892085401,0.5229,4066823855923225472,1.5626,0.6842,0.1176,0.0277,-0.3056
266.94224532795,0.6552,-26.78937778582,0.6036,4066823855923226368,0.2609,0.7851,0.1262,0.0926,-0.3053
266.94294817749,1.3652,-26.78805130795,1.2513,4066823855923227264,-1.3906,1.359,0.524,0.0436,-0.1939
266.9378787829,1.2628,-26.78880052195,1.1483,4066823860217643008,-1.4309,1.1932,0.5134,0.1895,-0.2082
266.93911780589,1.4565,-26.78531383244,1.2522,4066823855923223168,0.6466,1.1819,0.0444,0.2437,-0.0439
266.94027220613,0.2092,-26.78326773395,0.2164,4066823855917730304,0.4461,0.2856,0.1605,0.0398,-0.558
266.94021998084,1.3275,-26.78377715973,1.2078,4066823860217665408,1.7419,1.4209,0.3401,0.3316,-0.3959
266.94425025417,0.5299,-26.78512993827,0.5017,4066823860238933120,-0.7379,0.6846,0.05,0.2847,-0.4436
266.94659080205,1.8574,-26.78409967678,1.6933,4066823860223996544,-4.0588,1.9598,0.3342,0.3222,-0.2722
266.94537929287,0.7281,-26.78361257064,0.701,4066823860217633280,0.9275,0.9746,-0.0571,0.1671,-0.4185
266.94848176533,1.1992,-26.78380966287,1.1242,4066823860223993984,3.021,1.3038,0.2545,0.1214,-0.3573
266.9490591928,0.6988,-26.78290683039,0.6544,4066823860217612160,-0.5427,0.8479,0.0683,0.1085,-0.3069
266.94983868724,0.4263,-26.78321058949,0.3967,4066823855923234304,0.3804,0.5224,0.053,0.0129,-0.2263
266.94447063373,0.5254,-26.78280704942,0.5027,4066823855923229184,0.3042,0.7034,-0.0049,0.1951,-0.458
266.94383804966,0.694,-26.78202810739,0.6651,4066823855923228288,-0.5763,0.9364,-0.0142,0.1902,-0.4475
266.94062297209,0.8627,-26.78236375128,0.8429,4066823860238948608,3.255,1.3243,0.1154,-0.1142,-0.5086
266.94237280289,0.3645,-26.78292012277,0.3113,4066823860217658240,0.3795,0.3889,0.2656,0.3891,-0.2279
266.94683657516,0.8668,-26.77969438703,0.8309,4066823860217654400,-1.0027,0.9726,0.3794,0.0266,-0.3424
266.94745605209,0.2161,-26.77886827359,0.1987,4066823860238941184,0.5112,0.2097,0.4001,0.2452,0.0527
266.94764948032,0.5408,-26.77996031566,0.5069,4066823890294850432,1.0425,0.6511,0.0677,0.1007,-0.2549
266.94574686802,0.566,-26.77811568455,0.4978,4066823860217676032,-1.0974,0.7474,0.031,-0.2716,-0.2932
266.94532840129,0.5545,-26.77849328315,0.4744,4066823855935111936,0.8417,0.7231,0.1494,-0.3177,-0.275
266.95682895152,0.2182,-26.78575456289,0.1967,4066823890292379136,0.2724,0.2167,0.3641,0.1934,-0.0562
266.95743655768,1.0134,-26.78584012819,0.9338,4066823894577267968,2.3626,1.2193,0.1519,-6.0E-4,-0.2378
266.95505179944,1.3697,-26.78545306889,1.2723,4066823894577284608,-0.5394,1.3755,0.5113,0.0932,-0.1526
266.95668019411,0.3277,-26.78410781751,0.2909,4066823890282981376,1.1427,0.3108,0.4712,0.199,0.0144
266.95618960997,0.4622,-26.7839204558,0.4254,4066823894577289600,-0.7704,0.533,0.1887,0.0412,-0.2306
266.96061132991,0.2141,-26.7834826423,0.1904,4066823894598639616,-0.7808,0.243,0.2242,-0.0204,-0.2334
266.96183338471,0.4427,-26.7821445691,0.4069,4066823890282987136,0.7236,0.5348,0.1082,-0.0076,-0.266
266.95739929996,1.537,-26.78259295312,1.222,4066823894585411200,2.9658,1.3948,0.4321,0.317,-0.0069
266.95937391334,1.3682,-26.77993113807,1.0974,4066823894583725184,0.3205,1.1884,0.5425,0.4188,0.0847
266.95935250424,0.3782,-26.78037318674,0.325,4066823894577295744,-0.1097,0.3643,0.4545,0.2316,-0.0235
266.95923788473,0.181,-26.78191221843,0.1585,4066823894598645760,0.3568,0.2004,0.2651,0.0825,-0.1828
266.95437643568,0.6383,-26.78349596789,0.5909,4066823890282977536,-1.0367,0.7624,0.0748,0.0701,-0.2296
266.95563297778,0.325,-26.78133311962,0.301,4066823894577315072,0.9522,0.3814,0.1186,0.1081,-0.2686
266.95427991446,0.0499,-26.7815488797,0.0456,4066823890277479296,0.3868,0.0556,-0.1123,-0.0426,-0.2823
266.95715207796,1.1219,-26.78138237071,0.9207,4066823894585417216,4.3461,1.0426,0.2723,0.2422,-0.0574
266.9585539517,0.1422,-26.77880960971,0.1262,4066823894598656256,0.5257,0.1567,0.261,0.0278,-0.2182
266.95595341537,1.7536,-26.77986476474,1.4901,4066823894583729536,0.7778,1.8154,0.3445,-0.0514,-0.1544
266.9558323234,1.6407,-26.78042066711,1.3109,4066823894585422464,-0.5146,1.3932,0.604,0.2036,-0.1029
266.95480099674,0.6241,-26.77903561498,0.5828,4066823894577342208,-0.872,0.7563,0.1279,0.1138,-0.2982
266.95579161872,1.8892,-26.77875982297,1.6229,4066823894585426944,1.0544,1.7799,0.4231,0.1305,-0.2677
266.95692907571,0.671,-26.77901492804,0.6044,4066823894577326080,0.2983,0.8157,0.1776,0.0833,-0.2814
266.95747014682,1.4934,-26.77853688876,1.2429,4066823894585425152,1.5265,1.3825,0.5141,0.0574,-0.1955
266.96239427514,1.6364,-26.78040730508,1.3629,4066823894585407872,0.6042,1.5771,0.5588,0.0759,-0.2269
266.96110084315,0.6385,-26.78084487147,0.5848,4066823894577279232,0.9,0.656,0.3049,0.2061,-0.1853
266.96699637921,0.2334,-26.77779417654,0.2047,4066823890282993536,0.254,0.2522,0.2393,-0.0053,-0.2035
266.96257852662,0.585,-26.77714032787,0.541,4066823894577300096,-0.4406,0.6877,0.1244,0.1639,-0.2772
266.95930073013,0.8084,-26.77939332826,0.7765,4066823894577305472,1.9709,1.0822,-0.094,0.2117,-0.435
266.96007335894,0.5939,-26.77762698279,0.5509,4066823890282985344,-0.9365,0.7081,0.0858,0.0828,-0.2668
266.95749604874,1.3834,-26.77740151171,1.1994,4066823894577335552,1.8507,1.2975,0.6163,0.1621,-0.1722
266.95959564854,1.2861,-26.77476903103,1.1209,4066823894577343104,2.9234,1.2733,0.5613,0.0869,-0.2051
266.96032676492,0.3571,-26.77583972067,0.31,4066823890282985728,0.0974,0.3483,0.4659,0.1946,-0.0204
266.95926684227,0.0447,-26.77595963575,0.0399,4066823890277498496,0.8285,0.0522,-0.0127,-0.0445,-0.2862
266.96401191824,0.2958,-26.77419351439,0.256,4066823890282989440,0.4324,0.2919,0.444,0.1838,-0.035
266.95042154656,0.3534,-26.78135602095,0.3298,4066823894577354240,0.5877,0.4177,0.079,0.1138,-0.2424
266.95149503695,0.4911,-26.78189236274,0.4563,4066823894577341568,0.1187,0.5849,0.0627,0.0661,-0.213
266.95095847596,0.4685,-26.78141038444,0.4336,4066823890277475712,0.6428,0.4716,0.4042,0.2107,0.0491
266.95155985433,1.5847,-26.78129569248,1.4045,4066823894589150976,-1.7157,1.3119,-0.0258,0.2758,0.0012
266.95174364715,1.8411,-26.78027441849,1.655,4066823894589149824,0.5257,1.4518,0.1483,0.2425,-0.1594
266.95285423639,1.6298,-26.78015563409,1.4272,4066823894589148800,0.1669,1.4124,-0.1233,0.2271,-0.1454
266.94903660164,0.6868,-26.77989673526,0.6679,4066823894577376000,0.2786,0.8616,0.2295,-0.0736,-0.3944
266.94981228375,0.6607,-26.77930890325,0.6163,4066823894577375744,1.8903,0.789,0.0405,0.0628,-0.2325
266.9506315759,0.3548,-26.77986160092,0.3294,4066823890282973568,0.3701,0.3557,0.3681,0.1557,0.0357
266.95118937205,0.3227,-26.77727687376,0.2906,4066823894577382784,1.2889,0.3148,0.326,0.2447,-0.0451
266.95124092216,1.4185,-26.77897225078,1.2402,4066823894589148928,1.7441,1.1402,0.0252,0.3153,-0.0471
266.9552042911,1.2763,-26.77823287114,1.094,4066823894577347456,0.1188,1.2139,0.5674,0.1149,-0.1912
266.95544844574,1.6267,-26.77767424843,1.3902,4066823894577347584,-2.1435,1.5067,0.61,0.1093,-0.1507
266.94780852417,0.1341,-26.77884026987,0.1244,4066823890277499904,0.432,0.1462,0.1534,0.0115,-0.1571
266.94841834539,1.5683,-26.77936130524,1.4244,4066823894589151744,-1.7449,1.4885,-0.0976,-0.0587,-0.2249
266.95039633901,1.3034,-26.77750875463,1.1497,4066823890282973056,-1.3721,1.0613,0.0498,0.2897,-0.0025
266.94670677307,0.0455,-26.77626251174,0.0416,4066823963318165376,0.6377,0.0511,-0.1926,-0.1961,-0.3646
266.94772943159,0.1542,-26.77752369968,0.1431,4066823894577403136,0.5862,0.1799,0.2703,-0.1893,-0.312
266.94591932471,0.1235,-26.77718951228,0.1159,4066823860217681536,0.3291,0.1433,0.2824,-0.1643,-0.3276
266.95309177909,0.5264,-26.77394368751,0.491,4066823894577395584,1.6221,0.6236,0.1094,0.136,-0.3069
266.95246577206,0.5385,-26.77364945104,0.4978,4066823894598682112,-0.0486,0.6408,0.131,0.0737,-0.2672
266.95032640312,0.3533,-26.77384459595,0.3126,4066823890282972928,1.4423,0.375,0.4945,0.029,-0.24
266.94901398012,0.4762,-26.77424222668,0.4521,4066823894577422464,-0.5657,0.5641,0.1297,-0.0476,-0.3713
266.95096366724,1.5889,-26.77340761202,1.5143,4066823894585462912,-1.0908,1.7504,-0.0263,0.154,-0.5038
266.9513424938,0.7037,-26.77219733063,0.6516,4066823894577423360,0.7775,0.8571,0.2607,-0.0452,-0.4367
266.95608022539,0.1956,-26.77582517266,0.1724,4066823890292375680,0.3463,0.2182,0.2993,0.0695,-0.2045
266.95807756821,0.1508,-26.77573763126,0.1339,4066823894577346176,0.2774,0.1658,0.2581,0.0324,-0.2093
266.95715739699,0.7078,-26.77605522451,0.6525,4066823894577350144,-0.4022,0.8384,0.1471,0.0426,-0.2544
266.95765443497,0.61,-26.77350316215,0.5798,4066823894577369344,-0.3055,0.6406,-0.2757,0.2067,-0.402
266.95633206178,0.51,-26.77270567567,0.4702,4066823894598677248,0.3426,0.6085,0.1195,0.0414,-0.254
266.95685944716,0.6173,-26.77411793337,0.5429,4066823894577369728,1.4441,0.6016,0.4719,0.1523,-0.0189
266.95705327474,0.0657,-26.77284140631,0.0583,4066823894577377792,0.6364,0.0728,0.1763,0.048,-0.2155
266.96026915034,0.7888,-26.77343324801,0.7115,4066823894577350016,-1.8502,1.0331,0.3045,0.0298,-0.4014
266.95840265594,0.036,-26.77296148484,0.0322,4066823894598671872,0.4331,0.0417,-0.0396,-0.0246,-0.3015
266.95994748392,1.5682,-26.77178117957,1.2814,4066823894585444736,-0.2315,1.4343,0.2775,0.3137,-0.094
266.95720801019,0.3042,-26.77153853188,0.2586,4066823894577387136,0.4904,0.2933,0.3988,0.187,-0.0381
266.95441616742,0.785,-26.77168634655,0.7165,4066823890282977664,1.7343,0.9864,0.2318,-0.2066,-0.3718
266.95678731204,0.0553,-26.76955207528,0.0445,4066823894598683008,0.2488,0.0736,0.1089,-0.4121,-0.3578
266.95648437675,0.4525,-26.77042201715,0.3927,4066823890282980864,0.4307,0.4453,0.4383,0.1926,-0.0485
266.95694290349,2.3066,-26.77080086271,2.2878,4066823894585458816,1.0551,2.6554,0.6211,-0.0123,-0.6067
266.9581748101,0.6709,-26.76892074759,0.6641,4066823894577401472,-0.6816,0.8281,0.1945,-6.0E-4,-0.4617
266.95594128856,0.0348,-26.76764772548,0.0318,4066823894598690304,1.3449,0.0445,0.0805,-0.1797,-0.4381
266.93575748117,0.4989,-26.78435241418,0.4694,4066823924642695296,0.3292,0.618,0.2458,-0.1048,-0.4318
266.93705403631,0.5348,-26.78535683318,0.4956,4066823928937154048,2.1367,0.677,0.2381,-0.0977,-0.4012
266.93645919511,1.1363,-26.78415650898,1.0197,4066823928937167872,2.298,1.0794,0.5474,0.1546,-0.1986
266.93502016588,0.8268,-26.78274419937,0.7864,4066823928937184256,0.3551,0.9193,0.3702,0.0497,-0.3855
266.93504807514,1.1592,-26.78433578969,1.0494,4066823928937173504,-2.2741,1.2862,0.297,0.0224,-0.3294
266.93570651393,1.7292,-26.78398323253,1.4979,4066823928937169408,0.1582,1.3843,0.2127,0.2221,-0.1914
266.93399991381,0.6077,-26.78230180715,0.5256,4066823924637210752,0.6559,0.352,0.8644,0.4561,0.3171
266.93378485892,0.1748,-26.78297973756,0.1634,4066823928937190016,0.7223,0.1939,0.3565,-0.0681,-0.3747
266.93113035916,0.7786,-26.78151771559,0.7315,4066823928937217408,2.519,0.8287,0.4224,0.0613,-0.3313
266.92954477579,0.0682,-26.78228839721,0.0637,4066823928958443392,0.6345,0.0757,0.2613,-0.071,-0.3735
266.93246680442,0.6816,-26.78016667842,0.6336,4066823928937220352,1.3279,0.741,0.4024,-0.0039,-0.3232
266.93419929639,1.4109,-26.78103033427,1.2439,4066823928948900608,2.3964,1.1498,0.1851,0.1468,-0.1701
266.93684742532,0.6629,-26.77975821591,0.6515,4066823924642697088,-0.2603,0.8603,0.2584,0.1428,-0.4662
266.93954366783,0.5937,-26.7812389462,0.6187,4066823928958429056,-0.521,0.865,0.1142,0.069,-0.5728
266.94238784556,0.4155,-26.77946978928,0.3938,4066823928937164672,1.2419,0.4998,0.2141,-0.1454,-0.4634
266.94180769902,0.4588,-26.78054471089,0.4787,4066823928937159296,0.7356,0.675,0.1296,0.0622,-0.5785
266.94041763759,0.7203,-26.77784088721,0.6862,4066823924642701568,-0.4157,0.9149,0.2437,-0.0945,-0.4551
266.94375701201,1.4244,-26.77832696803,1.2791,4066823928948893568,2.4562,1.1091,0.3112,0.2028,-0.1487
266.9429327229,0.4298,-26.77900271441,0.3815,4066823924637225088,1.6302,0.48,0.2512,-0.1893,-0.2914
266.94403392184,0.4574,-26.77653135757,0.4301,4066823924642705152,0.2841,0.5764,0.2035,-0.1474,-0.3385
266.94312781757,1.5442,-26.77512046772,1.3854,4066823928948889600,0.7652,1.4533,0.0268,0.1225,-0.2151
266.93729886185,1.3387,-26.77753421335,1.2158,4066823928937208192,1.062,1.5452,0.3763,0.299,-0.3656
266.93806463901,0.9281,-26.77901417897,0.9569,4066823924642698752,0.8996,1.3337,0.0248,0.208,-0.5901
266.93928951817,0.7222,-26.77794782039,0.7481,4066823928937193856,-0.1881,1.0414,0.1241,0.1223,-0.571
266.93603023714,0.6637,-26.77734561223,0.6697,4066823924642695808,2.2015,0.9022,0.2521,0.0728,-0.5192
266.93699281478,1.0001,-26.77558001285,1.0006,4066823928959864576,-1.4588,1.257,0.0505,0.201,-0.523
266.93743884902,0.6017,-26.77672164109,0.5896,4066823928937213568,-1.6951,0.7498,0.2666,0.1997,-0.4628
266.94056063159,1.4437,-26.77651113034,1.3249,4066823928937197312,-2.1867,1.3358,0.5038,0.0748,-0.2355
266.94162295323,0.6181,-26.77444335985,0.589,4066823924642702592,-0.6838,0.6817,0.3986,0.0196,-0.3236
266.94152164256,1.8077,-26.77513450743,1.7684,4066823928948891648,2.0674,1.6136,-0.2015,-0.1342,0.3837
266.93849519856,0.4519,-26.77520035348,0.4224,4066823924642699648,0.6548,0.5028,0.3862,-0.0227,-0.3471
266.93825451429,0.1369,-26.77408698325,0.1392,4066823924652033408,0.7149,0.1796,0.1732,0.0779,-0.5264
266.94127218167,0.5309,-26.77347049059,0.4954,4066823928937213440,0.4494,0.6006,0.3613,-0.0388,-0.2909
266.9404607064,0.8533,-26.77248062479,0.8233,4066823928958444800,0.5442,1.0147,0.1411,0.2781,-0.4425
266.94045796857,1.3764,-26.77365009317,1.2349,4066823928948890368,4.0482,1.1366,0.2165,0.2122,-0.1706
266.92945732301,0.5307,-26.77959260063,0.4992,4066823924642688256,-0.9221,0.6442,0.3278,-0.1246,-0.4295
266.92734419834,1.1624,-26.7803505081,1.013,4066823928943501568,0.5057,0.9952,0.562,0.2844,-0.12
266.9284801139,1.9969,-26.77862767874,1.8969,4066823928949919232,-2.1912,1.7994,0.4986,-0.2216,-0.4875
266.93208143978,1.1556,-26.77726529872,1.0032,4066823928943500288,-0.9663,0.9962,0.5759,0.3129,-0.1392
266.93374067766,0.9183,-26.7777744524,0.8935,4066823928937231744,2.2027,1.1187,0.329,0.0496,-0.4427
266.93408378546,0.2762,-26.77651636601,0.2791,4066823928958448896,0.3429,0.3822,0.19,0.0784,-0.537
266.9287967789,0.1787,-26.77703736926,0.1608,4066823924637233536,0.5693,0.1675,0.5504,0.0761,-0.1827
266.92659602092,0.8691,-26.77690425302,0.8143,4066823928937292160,-1.9651,0.9969,0.4036,-0.0644,-0.3864
266.92640482146,0.2717,-26.77609064061,0.2467,4066823924637235968,0.344,0.2702,0.4651,0.0805,-0.2433
266.92910860294,0.2636,-26.77261070066,0.2484,4066823928943510272,0.2838,0.3189,0.3278,0.1778,-0.4009
266.93607241051,0.5376,-26.77584687638,0.5323,4066823928937230976,0.0929,0.7103,0.2502,0.1882,-0.5016
266.93663553669,0.2628,-26.77407767296,0.2407,4066823928958447488,0.4717,0.2675,0.5016,-0.0058,-0.2834
266.93270012067,0.7244,-26.77481678257,0.6722,4066823928958454400,3.1739,0.8438,0.4132,0.1678,-0.3681
266.93472970452,0.6092,-26.77244458448,0.5732,4066823928937271296,0.3162,0.7187,0.3622,-0.0517,-0.3932
266.93513219313,0.3486,-26.77308426513,0.3275,4066823924637247616,-0.0782,0.4244,0.3576,0.1558,-0.3926
266.93733233813,0.7176,-26.77417141743,0.6773,4066823928937236864,1.4727,0.7728,0.417,0.0878,-0.3526
266.93754454873,0.8022,-26.7731682568,0.747,4066823928937244928,-0.949,0.8884,0.3832,0.0358,-0.3276
266.93875234177,0.2,-26.77078072766,0.1854,4066823924637254912,0.2604,0.2311,0.3128,-0.0876,-0.3216
266.93956881727,1.0573,-26.77141867697,0.9807,4066823928943499648,1.0275,0.9888,0.4618,0.124,-0.1771
266.93855469654,0.3376,-26.7712763468,0.3221,4066823928937253376,1.7304,0.4082,0.2347,-0.0593,-0.3893
266.93854133048,1.5178,-26.77266112007,1.596,4066823928948891264,0.6861,1.5111,0.3111,-0.1217,-0.5578
266.93729660851,0.8352,-26.77048707131,0.7637,4066823924642697856,-1.6867,0.7708,0.5753,0.164,-0.108
266.93245258963,0.6552,-26.77227206435,0.6491,4066823924642691328,1.222,0.8867,0.2562,0.1425,-0.4934
266.93035668141,0.0583,-26.77221714776,0.0555,4066823924637255808,0.9602,0.0653,-0.139,0.2536,-0.5071
266.93149775859,0.2665,-26.77129056995,0.2367,4066823928943508096,0.5657,0.3078,0.239,0.157,-0.2801
266.93476078266,0.6929,-26.76715164005,0.6575,4066823924642693760,-0.1061,0.8476,0.2506,-0.0414,-0.4173
266.94632181685,0.3438,-26.77480333153,0.3314,4066823963296910720,0.8682,0.4329,0.2018,-0.0558,-0.377
266.94577718741,0.9413,-26.77201959511,0.8918,4066823963296935936,-1.0253,1.0944,0.3068,-0.0488,-0.2682
266.94827906526,0.0312,-26.77227350663,0.0287,4066823963318170496,0.6406,0.0396,0.047,-0.1817,-0.4404
266.94859275394,0.2165,-26.77413316602,0.1937,4066823959002447360,0.2433,0.25,0.2686,-0.1653,-0.2995
266.94799394454,0.6931,-26.77097004911,0.6347,4066823963296928256,-0.3249,0.8134,0.3659,-0.0211,-0.3555
266.94745047723,1.4033,-26.77033725142,1.1954,4066823963304962048,-0.8303,1.5353,0.2861,-0.0623,-0.318
266.94204155924,1.3067,-26.77335312618,1.1843,4066823963308627328,2.9898,1.1547,-0.0012,0.2004,-0.2944
266.9418033574,0.2339,-26.77120910803,0.2276,4066823959002441088,0.5227,0.2962,0.2537,-0.0736,-0.4271
266.94602648899,0.2584,-26.76979132975,0.2302,4066823959002445184,0.177,0.3017,0.3145,-0.2072,-0.2947
266.9436796168,1.0966,-26.76942738016,1.0521,4066823963296968832,-1.7549,1.3868,0.2221,0.2141,-0.3835
266.94531670092,0.8114,-26.76963282516,0.7648,4066823963296949120,-3.4984,0.9625,0.2484,-0.1019,-0.2789
266.95065325621,0.541,-26.77051102639,0.5125,4066823963296915072,1.4847,0.5787,0.4205,0.0371,-0.3037
266.95249455952,0.9374,-26.76959163346,0.8287,4066823959002452224,0.5531,1.0129,0.4653,0.0596,-0.2868
266.95008401189,1.3848,-26.76820075719,1.1694,4066823963304963968,3.4448,1.3286,0.4418,0.2239,-0.3023
266.95350122159,0.4189,-26.76823547312,0.4013,4066823963318169856,1.0335,0.5156,0.2274,-0.0244,-0.3959
266.95159335631,0.3479,-26.76646774968,0.316,4066823959011829376,1.1323,0.3971,0.3782,-0.0654,-0.3503
266.95403561496,0.1323,-26.76494126631,0.1193,4066823963318176384,0.5889,0.151,0.391,-0.0976,-0.3396
266.94813516082,1.2141,-26.7666504665,1.0647,4066823963304975616,0.2297,1.2718,0.3641,-0.0598,-0.3535
266.94864655233,1.2803,-26.76599184462,1.0475,4066823963304977792,-0.4351,1.1816,0.5518,0.1663,-0.1258
266.94787615568,0.5973,-26.7649379899,0.56,4066823963296978560,0.1993,0.6481,0.4038,0.0243,-0.28
266.95190228618,0.2481,-26.76561211028,0.2189,4066823958997014144,-0.2963,0.2582,0.5058,0.0177,-0.2326
266.95093584139,0.0742,-26.76420974979,0.0673,4066823963318181504,0.988,0.0891,0.3315,-0.1733,-0.395
266.95221197597,0.0833,-26.76305884718,0.075,4066823963318181632,0.7863,0.0977,0.3421,-0.1372,-0.3528
266.93833228444,0.2295,-26.76892799599,0.2114,4066823959002437888,0.1946,0.2612,0.3033,-0.0975,-0.3131
266.94041917007,0.5299,-26.76774002302,0.4989,4066823963297007872,1.1188,0.6474,0.2525,-0.102,-0.3153
266.94020783423,0.7369,-26.76825443991,0.7003,4066823963297003264,-0.257,0.8977,0.2944,-0.0739,-0.3758
266.93965519899,0.232,-26.76813331,0.2138,4066823963318193280,0.1785,0.2404,0.4529,-6.0E-4,-0.2108
266.94346491686,0.8625,-26.7666034094,0.7904,4066823963296995200,1.429,1.0084,0.3875,-0.0579,-0.2765
266.94193735581,1.8149,-26.76652098056,1.614,4066823963303241344,1.5485,1.6687,0.4586,0.3155,-0.1233
266.94117475266,0.4148,-26.7666653517,0.3922,4066823963297012224,0.1895,0.4923,0.2994,-0.0586,-0.306
